Species,Length,Weight
Opistognathus mexicanus,12,NA
Opistognathus muscatensis,45,NA
Opistognathus nigromarginatus,18.6,NA
Opistognathus nothus,7.9,NA
Opistognathus panamaensis,10,NA
Opistognathus papuensis,40,NA
Opistognathus pardus,9.88,NA
Opistognathus punctatus,40.6,1130
Opistognathus randalli,10.43,NA
Opistognathus reticeps,NA,NA
Opistognathus reticulatus,50,NA
Opistognathus rhomaleus,51,NA
Opistognathus robinsi,13.12,NA
Opistognathus rosenbergii,14,NA
Opistognathus rosenblatti,10,NA
Opistognathus rufilineatus,7.9,NA
Opistognathus schrieri,4.8,NA
Opistognathus scops,12,NA
Opistognathus seminudus,8.62,NA
Opistognathus signatus,8.91,NA
Opistognathus simus,5.5,NA
Opistognathus smithvanizi,5.61,NA
Opistognathus solorensis,4.8,NA
Opistognathus stigmosus,7.05,NA
Opistognathus variabilis,9.62,NA
Opistognathus verecundus,5.26,NA
Opistognathus walkeri,11.72,NA
Opistognathus whitehursti,14,NA
Oplegnathus conwayi,90,NA
Oplegnathus fasciatus,80,6400
Oplegnathus insignis,66,1621
Oplegnathus peaolopesi,75,NA
Oplegnathus punctatus,86,12080
Oplegnathus robinsoni,60,NA
Oplegnathus woodwardi,45,NA
Oplopomops diacanthus,7.5,NA
Oplopomus caninoides,7.5,NA
Oplopomus oplopomus,10,NA
Opostomias micripnus,50,NA
Opostomias mitsuii,36,NA
Opsanus beta,30,NA
Opsanus dichrostomus,12.6,NA
Opsanus pardus,38,NA
Opsanus phobetron,21.5,NA
Opsanus tau,43.2,2230
Opsaridium boweni,12.1,NA
Opsaridium engrauloides,6.7,NA
Opsaridium leleupi,11.5,NA
Opsaridium loveridgii,10,NA
Opsaridium maculicauda,3.4,NA
Opsaridium microcephalum,34,NA
Opsaridium microlepis,47,NA
Opsaridium peringueyi,8.25,NA
Opsaridium splendens,15.2,NA
Opsaridium tweddleorum,10.85,NA
Opsaridium ubangiense,12,NA
Opsaridium zambezense,12,NA
Opsariichthys bea,NA,NA
Opsariichthys bidens,20.5,58.4
Opsariichthys dienbienensis,12.22,NA
Opsariichthys duchuunguyeni,7.25,NA
Opsariichthys evolans,8.99,NA
Opsariichthys hainanensis,10.58,NA
Opsariichthys hieni,NA,NA
Opsariichthys kaopingensis,11.37,NA
Opsariichthys minutus,15.355,NA
Opsariichthys pachycephalus,16,NA
Opsariichthys songmaensis,10.5,NA
Opsariichthys uncirostris,32.5,NA
Opsarius barna,15,NA
Opsarius barnoides,NA,NA
Opsarius bernatziki,9.07,NA
Opsarius cocsa,NA,NA
Opsarius koratensis,10,NA
Opsarius maculatus,5.85,NA
Opsarius pulchellus,11,NA
Opsarius tileo,30.5,NA
Opsodoras boulengeri,19.3,129.1
Opsodoras morei,10.3,NA
Opsodoras stuebelii,11,NA
Opsopoeodus emiliae,6.6,NA
Optivus agastos,9.52,NA
Optivus agrammus,9.1,NA
Optivus elongatus,72,NA
Opua nephodes,4.4,NA
Orbiraja jensenae,53.3,NA
Orbiraja powelli,21,NA
Orcynopsis unicolor,130,13100
Orectolobus floridus,75,NA
Orectolobus halei,256,NA
Orectolobus hutchinsi,149,NA
Orectolobus japonicus,118,NA
Orectolobus leptolineatus,112,NA
Orectolobus maculatus,320,NA
Orectolobus ornatus,290,NA
Orectolobus parvimaculatus,88.5,NA
Orectolobus reticulatus,NA,NA
Orectolobus wardi,63,NA
Oregonichthys crameri,7,NA
Oregonichthys kalawatseti,5.9,NA
Oreichthys andrewi,3.87,NA
Oreichthys coorgensis,2.73,NA
Oreichthys cosuatis,8,NA
Oreichthys crenuchoides,3.05,NA
Oreichthys duospilus,3.11,NA
Oreichthys incognito,3.14,NA
Oreichthys parvus,3,NA
Oreochromis amphimelas,28,NA
Oreochromis andersonii,61,4710
Oreochromis angolensis,20.4,NA
Oreochromis aureus,45.7,2010
Oreochromis chungruruensis,15.4,NA
Oreochromis esculentus,50,2500
Oreochromis hunteri,30,NA
Oreochromis ismailiaensis,19.1,NA
Oreochromis jipe,50,NA
Oreochromis karomo,28,NA
Oreochromis karongae,42,NA
Oreochromis korogwe,16.1,NA
Oreochromis lepidurus,19,NA
Oreochromis leucostictus,36.3,NA
Oreochromis lidole,38,NA
Oreochromis macrochir,43,NA
Oreochromis malagarasi,27,NA
Oreochromis mortimeri,48,4100
Oreochromis mossambicus,39,1130
Oreochromis mweruensis,23.8,NA
Oreochromis niloticus,60,4324
Oreochromis placidus,35.5,NA
Oreochromis rukwaensis,33,NA
Oreochromis saka,36,NA
Oreochromis salinicola,9.6,NA
Oreochromis schwebischi,30,NA
Oreochromis shiranus,39,NA
Oreochromis spilurus,19.2,NA
Oreochromis squamipinnis,36,NA
Oreochromis tanganicae,42,NA
Oreochromis upembae,21,NA
Oreochromis urolepis,44,NA
Oreochromis variabilis,30,NA
Oreoglanis colurus,6.18,NA
Oreoglanis delacouri,12.3,NA
Oreoglanis frenatus,9.25,NA
Oreoglanis heteropogon,6.99,NA
Oreoglanis hypsiurus,13.8,NA
Oreoglanis immaculatus,NA,NA
Oreoglanis infulatus,10.3,NA
Oreoglanis insignis,8.36,NA
Oreoglanis jingdongensis,NA,NA
Oreoglanis laciniosus,6.99,NA
Oreoglanis lepturus,9.08,NA
Oreoglanis macronemus,6.47,NA
Oreoglanis macropterus,6.5,NA
Oreoglanis majusculus,7.6,NA
Oreoglanis nakasathiani,11.93,NA
Oreoglanis pangenensis,7.67,NA
Oreoglanis setiger,6.91,NA
Oreoglanis siamensis,14,NA
Oreoglanis sudarai,11.31,NA
Oreoglanis suraswadii,7.33,NA
Oreoglanis tenuicauda,9.02,NA
Oreoglanis vicinus,8.11,NA
Oreoleuciscus angusticephalus,23.78,NA
Oreoleuciscus dsapchynensis,28,NA
Oreoleuciscus humilis,20,25
Oreoleuciscus potanini,100,10000
Oreonectes acridorsalis,4.83,NA
Oreonectes anophthalmus,3.69,NA
Oreonectes barbatus,5.73,NA
Oreonectes donglanensis,4.52,NA
Oreonectes duanensis,7.74,NA
Oreonectes elongatus,7.82,NA
Oreonectes furcocaudalis,5.87,NA
Oreonectes guananensis,NA,NA
Oreonectes luochengensis,NA,NA
Oreonectes macrolepis,7.55,NA
Oreonectes microphthalmus,4.69,NA
Oreonectes platycephalus,10,NA
Oreonectes polystigmus,5.77,NA
Oreonectes retrodorsalis,3.84,NA
Oreonectes translucens,4.58,NA
Oreosoma atlanticum,21,NA
Orestias agassizii,7,NA
Orestias albus,18,NA
Orestias ascotanensis,7.5,NA
Orestias chungarensis,7,NA
Orestias crawfordi,8,NA
Orestias ctenolepis,8,NA
Orestias cuvieri,27,NA
Orestias elegans,10,NA
Orestias empyraeus,10,NA
Orestias forgeti,12,NA
Orestias frontosus,15,NA
Orestias gilsoni,4.5,NA
Orestias gloriae,3.82,NA
Orestias gracilis,5,NA
Orestias gymnota,8,NA
Orestias hardini,4.5,NA
Orestias imarpe,7.5,NA
Orestias incae,6.5,NA
Orestias ispi,9,NA
Orestias jussiei,8.5,NA
Orestias lastarriae,NA,NA
Orestias laucaensis,11,NA
Orestias luteus,17,NA
Orestias minimus,3.5,NA
Orestias minutus,3.5,NA
Orestias mooni,4.5,NA
Orestias mulleri,4.5,NA
Orestias multiporis,10,NA
Orestias mundus,6,NA
Orestias olivaceus,7.5,NA
Orestias parinacotensis,8.5,NA
Orestias pentlandii,23.5,NA
Orestias piacotensis,6.64,NA
Orestias polonorum,14.5,NA
Orestias puni,15,NA
Orestias richersoni,10,NA
Orestias robustus,7,NA
Orestias silustani,10,NA
Orestias taquiri,3.5,NA
Orestias tchernavini,6,NA
Orestias tomcooni,6.5,NA
Orestias tschudii,20,NA
Orestias tutini,4.5,NA
Orestias uruni,6,NA
Orestias ututo,5.5,NA
Orinocodoras eigenmanni,20,NA
Orthochromis kalungwishiensis,9.9,NA
Orthochromis kasuluensis,7.85,NA
Orthochromis luichensis,9.08,NA
Orthochromis luongoensis,6.35,NA
Orthochromis machadoi,6.5,NA
Orthochromis malagaraziensis,15,NA
Orthochromis mazimeroensis,7.2,NA
Orthochromis mosoensis,7.75,NA
Orthochromis polyacanthus,11.8,NA
Orthochromis rubrolabialis,5.03,NA
Orthochromis rugufuensis,5.72,NA
Orthochromis stormsi,10.2,NA
Orthochromis torrenticola,8.1,NA
Orthochromis uvinzae,8.55,NA
Orthodon microlepidotus,55,NA
Orthonopias triacis,10,NA
Orthopristis cantharinus,38,NA
Orthopristis chalceus,45,NA
Orthopristis chrysoptera,46,900
Orthopristis forbesi,30.5,NA
Orthopristis lethopristis,23.8,NA
Orthopristis reddingi,29.8,600
Orthopristis ruber,40,850
Orthospinus franciscensis,7.4,NA
Orthosternarchus tamandua,44,NA
Oryzias asinua,2.68,NA
Oryzias bonneorum,NA,NA
Oryzias carnaticus,3,NA
Oryzias celebensis,4.5,NA
Oryzias curvinotus,4,NA
Oryzias dancena,3.12,NA
Oryzias eversi,3.62,NA
Oryzias hadiatyae,4.03,NA
Oryzias haugiangensis,2.08,NA
Oryzias hubbsi,2.13,NA
Oryzias javanicus,4.5,NA
Oryzias latipes,3.2,NA
Oryzias luzonensis,4,NA
Oryzias marmoratus,4.09,NA
Oryzias matanensis,5.5,NA
Oryzias mekongensis,3,NA
Oryzias melastigma,4,NA
Oryzias minutillus,2,NA
Oryzias nebulosus,3.3,NA
Oryzias nigrimas,4.72,NA
Oryzias orthognathus,6.5,NA
Oryzias pectoralis,2.23,NA
Oryzias profundicola,6,NA
Oryzias sakaizumii,3.67,NA
Oryzias sarasinorum,8,NA
Oryzias setnai,3,NA
Oryzias sinensis,3.1,NA
Oryzias soerotoi,2.87,NA
Oryzias songkhramensis,1.9,NA
Oryzias timorensis,4,NA
Oryzias uwai,1.61,NA
Oryzias wolasi,2.86,NA
Oryzias woworae,2.8,NA
Oscura heterospila,24,NA
Osmerus dentex,34,119
Osmerus eperlanus,45,178
Osmerus mordax,35.6,NA
Osmerus spectrum,17,NA
Osopsaron formosensis,5.5,NA
Osopsaron karlik,4.2,NA
Osopsaron verecundum,6,NA
Osphronemus exodon,60,NA
Osphronemus goramy,70,NA
Osphronemus laticlavius,50,NA
Osphronemus septemfasciatus,50,NA
Ossancora asterophysa,16.8,62
Ossancora eigenmanni,15.2,NA
Ossancora fimbriata,9.13,NA
Ossancora punctata,11,NA
Ossubtus xinguense,25,379.3
Osteobrama alfredianus,NA,NA
Osteobrama bakeri,11,NA
Osteobrama belangeri,38,NA
Osteobrama bhimensis,NA,NA
Osteobrama cotio,15,NA
Osteobrama cunma,15,NA
Osteobrama feae,23,NA
Osteobrama neilli,12,NA
Osteobrama peninsularis,15,NA
Osteobrama vigorsii,30,NA
Osteochilichthys brevidorsalis,15,NA
Osteochilichthys thomassi,32,NA
Osteochilus bellus,8.5,NA
Osteochilus bleekeri,11.43,NA
Osteochilus borneensis,28.2,NA
Osteochilus brachynotopteroides,15,NA
Osteochilus chini,18,NA
Osteochilus enneaporos,23,NA
Osteochilus flavicauda,9.64,NA
Osteochilus harrisoni,22.5,NA
Osteochilus ingeri,11,NA
Osteochilus intermedius,15.5,NA
Osteochilus jeruk,27,NA
Osteochilus kahajanensis,22,NA
Osteochilus kappenii,17.5,NA
Osteochilus kelabau,20,NA
Osteochilus kerinciensis,NA,NA
Osteochilus kuekenthali,7.3,NA
Osteochilus lini,15,NA
Osteochilus longidorsalis,NA,NA
Osteochilus melanopleurus,60,NA
Osteochilus microcephalus,24,NA
Osteochilus nashii,18,NA
Osteochilus partilineatus,5.41,NA
Osteochilus pentalineatus,5.6,NA
Osteochilus repang,19.2,NA
Osteochilus salsburyi,19.9,97.1
Osteochilus sarawakensis,NA,NA
Osteochilus scapularis,18.44,NA
Osteochilus schlegelii,40,NA
Osteochilus serokan,9.62,NA
Osteochilus sondhii,15,NA
Osteochilus spilurus,10.2,NA
Osteochilus striatus,8.2,NA
Osteochilus vittatoides,11.87,NA
Osteochilus vittatus,32,NA
Osteochilus waandersii,27.6,189.3
Osteodiscus andriashevi,17.5,NA
Osteodiscus cascadiae,7.4,NA
Osteodiscus rhepostomias,4,NA
Osteogeneiosus militaris,39.9,NA
Osteoglossum bicirrhosum,90,6000
Osteoglossum ferreirai,90,NA
Osteomugil cunnesius,41,NA
Osteomugil engeli,47.7,NA
Osteomugil perusii,25,NA
Osteomugil robustus,30,NA
Ostichthys acanthorhinus,11.2,NA
Ostichthys archiepiscopus,32,NA
Ostichthys brachygnathus,15.6,NA
Ostichthys convexus,16.43,NA
Ostichthys daniela,10.46,NA
Ostichthys delta,20,NA
Ostichthys hypsipterygion,17,NA
Ostichthys japonicus,45,NA
Ostichthys kaianus,36,NA
Ostichthys ovaloculus,21.05,NA
Ostichthys sandix,19.2,NA
Ostichthys sheni,11.91,NA
Ostichthys sufensis,15.1,NA
Ostichthys trachypoma,20,NA
Ostorhinchus angustatus,11,NA
Ostorhinchus aphanes,4.46,NA
Ostorhinchus apogonoides,10,NA
Ostorhinchus aroubiensis,NA,NA
Ostorhinchus aterrimus,NA,NA
Ostorhinchus atrogaster,5.9,NA
Ostorhinchus aureus,14.5,NA
Ostorhinchus brevispinis,6.2,NA
Ostorhinchus bryx,5.19,NA
Ostorhinchus capricornis,5.76,NA
Ostorhinchus cavitensis,7.5,NA
Ostorhinchus chalcius,11.6,NA
Ostorhinchus cheni,13,NA
Ostorhinchus chrysopomus,10,NA
Ostorhinchus chrysotaenia,12,NA
Ostorhinchus cladophilos,6,NA
Ostorhinchus compressus,12,NA
Ostorhinchus cookii,10,NA
Ostorhinchus cyanosoma,8,NA
Ostorhinchus cyanotaenia,NA,NA
Ostorhinchus dispar,5,NA
Ostorhinchus diversus,NA,NA
Ostorhinchus doederleini,14,NA
Ostorhinchus endekataenia,14,NA
Ostorhinchus fasciatus,12.6,NA
Ostorhinchus flagelliferus,13,NA
Ostorhinchus flavus,9.59,NA
Ostorhinchus fleurieu,12.5,NA
Ostorhinchus franssedai,7.5,NA
Ostorhinchus fukuii,9.34,NA
Ostorhinchus griffini,13.5,NA
Ostorhinchus gularis,6.6,NA
Ostorhinchus hartzfeldii,12,NA
Ostorhinchus hoevenii,6,NA
Ostorhinchus holotaenia,8,NA
Ostorhinchus ishigakiensis,6,NA
Ostorhinchus jenkinsi,8.7,NA
Ostorhinchus kiensis,8,NA
Ostorhinchus komodoensis,10,NA
Ostorhinchus leptofasciatus,5,NA
Ostorhinchus leslie,4.9,NA
Ostorhinchus limenus,14,NA
Ostorhinchus lineomaculatus,6.5,NA
Ostorhinchus luteus,4.42,NA
Ostorhinchus maculiferus,14,NA
Ostorhinchus margaritophorus,6.5,NA
Ostorhinchus melanoproctus,4,NA
Ostorhinchus melanopterus,NA,NA
Ostorhinchus microspilos,7,NA
Ostorhinchus moluccensis,9,NA
Ostorhinchus monospilus,7.8,NA
Ostorhinchus multilineatus,10,NA
Ostorhinchus mydrus,NA,NA
Ostorhinchus nanus,6,NA
Ostorhinchus neotes,2.7,NA
Ostorhinchus nigripes,7,NA
Ostorhinchus nigrocincta,9.1,NA
Ostorhinchus nigrofasciatus,10,NA
Ostorhinchus norfolcensis,15,NA
Ostorhinchus notatus,10,NA
Ostorhinchus noumeae,NA,NA
Ostorhinchus novemfasciatus,10,NA
Ostorhinchus ocellicaudus,5,NA
Ostorhinchus oxina,7.1,NA
Ostorhinchus oxygrammus,3.87,NA
Ostorhinchus pallidofasciatus,7,NA
Ostorhinchus parvulus,4,NA
Ostorhinchus pleuron,10.4,NA
Ostorhinchus properuptus,6,NA
Ostorhinchus pselion,4,NA
Ostorhinchus quinquestriatus,3.65,NA
Ostorhinchus radcliffei,NA,NA
Ostorhinchus regula,3.84,NA
Ostorhinchus relativus,7.38,NA
Ostorhinchus rubrimacula,4.47,NA
Ostorhinchus rueppellii,12,NA
Ostorhinchus schlegeli,12,NA
Ostorhinchus sealei,10,NA
Ostorhinchus selas,4,NA
Ostorhinchus semilineatus,12,NA
Ostorhinchus septemstriatus,5.3,NA
Ostorhinchus sinus,8.49,NA
Ostorhinchus spilurus,7.35,NA
Ostorhinchus taeniophorus,11.5,NA
Ostorhinchus urostigmus,15,NA
Ostorhinchus victoriae,8,NA
Ostorhinchus wassinki,7,NA
Ostorhinchus wilsoni,NA,NA
Ostracion cubicus,45,NA
Ostracion cyanurus,15,NA
Ostracion immaculatus,25,NA
Ostracion meleagris,25,NA
Ostracion rhinorhynchos,35,NA
Ostracion solorensis,12,NA
Ostracion trachys,11,NA
Ostracion whitleyi,15.5,NA
Ostracoberyx dorygenys,23,NA
Ostracoberyx fowleri,8,NA
Ostracoberyx paxtoni,15.7,NA
Othonocheirodus eigenmanni,4.7,NA
Othos dentex,75,NA
Otocinclus affinis,5,NA
Otocinclus arnoldi,4.78,NA
Otocinclus batmani,3.67,NA
Otocinclus bororo,3.1,NA
Otocinclus caxarari,2.6,NA
Otocinclus cocama,4.38,NA
Otocinclus flexilis,6.8,NA
Otocinclus hasemani,2.7,NA
Otocinclus hoppei,3.3,NA
Otocinclus huaorani,3.2,NA
Otocinclus juruenae,3.3,NA
Otocinclus macrospilus,3.5,NA
Otocinclus mangaba,2.82,NA
Otocinclus mariae,3.3,NA
Otocinclus mimulus,4.27,NA
Otocinclus mura,3.6,NA
Otocinclus tapirape,2.36,NA
Otocinclus vestitus,3.2,NA
Otocinclus vittatus,3.3,NA
Otocinclus xakriaba,3.1,NA
Otolithes cuvieri,39,NA
Otolithes ruber,90,7000
Otolithoides biauritus,160,NA
Otolithoides pama,160,NA
Otopharynx antron,9.94,NA
Otopharynx argyrosoma,15.2,NA
Otopharynx auromarginatus,24.5,NA
Otopharynx brooksi,15,NA
Otopharynx decorus,18,NA
Otopharynx heterodon,12.8,NA
Otopharynx lithobates,16,NA
Otopharynx ovatus,20,NA
Otopharynx pachycheilus,16.53,NA
Otopharynx selenurus,17.5,NA
Otopharynx speciosus,25.2,NA
Otopharynx spelaeotes,11.72,NA
Otopharynx tetraspilus,15.6,NA
Otopharynx tetrastigma,16,NA
Otophidium chickcharney,10.2,NA
Otophidium dormitator,7.5,NA
Otophidium indefatigabile,11.7,NA
Otophidium omostigma,12.9,NA
Otothyris juquiae,3.15,NA
Otothyris lophophanes,2.82,NA
Otothyris rostrata,3.1,NA
Otothyris travassosi,3.2,NA
Otothyropsis alicula,3.6,NA
Otothyropsis biamnicus,3.99,NA
Otothyropsis dialeukos,3.58,NA
Otothyropsis marapoama,3.63,NA
Otothyropsis piribebuy,2.88,NA
Otothyropsis polyodon,3.73,NA
Owstonia ainonaka,21.3,NA
Owstonia contodon,30.3,NA
Owstonia crassa,19,NA
Owstonia dispar,8.2,NA
Owstonia doryptera,6.5,NA
Owstonia elongata,11.7,NA
Owstonia fallax,11,NA
Owstonia geminata,7.9,NA
Owstonia grammodon,12.7,NA
Owstonia hastata,13.3,NA
Owstonia hawaiiensis,NA,NA
Owstonia ignota,11.8,NA
Owstonia japonica,17.4,NA
Owstonia kamoharai,39.6,NA
Owstonia lepiota,5.8,NA
Owstonia maccullochi,21.4,NA
Owstonia macrophthalma,6.7,NA
Owstonia melanoptera,11.6,NA
Owstonia merensis,5.7,NA
Owstonia mundyi,NA,NA
Owstonia nalani,5.4,NA
Owstonia nigromarginata,6.8,NA
Owstonia nudibucca,34.2,NA
Owstonia psilos,18,NA
Owstonia raredonae,9.7,NA
Owstonia rhamma,10.2,NA
Owstonia sarmiento,6.3,NA
Owstonia scottensis,11,NA
Owstonia sibogae,9.8,NA
Owstonia similis,8.9,NA
Owstonia simotera,29.8,NA
Owstonia taeniosoma,25,NA
Owstonia tosaensis,40,NA
Owstonia totomiensis,50,NA
Owstonia weberi,52,NA
Owstonia whiteheadi,25.5,NA
Oxuderces dentatus,10,NA
Oxuderces wirzi,10.5,NA
Oxybrycon parvulus,2.09,NA
Oxycercichthys veliferus,12,NA
Oxycheilinus arenatus,21,NA
Oxycheilinus bimaculatus,15,NA
Oxycheilinus celebicus,24,NA
Oxycheilinus digramma,40,NA
Oxycheilinus lineatus,15.95,NA
Oxycheilinus mentalis,20,NA
Oxycheilinus nigromarginatus,11.34,NA
Oxycheilinus orientalis,20,NA
Oxycheilinus unifasciatus,46,1400
Oxycirrhites typus,13,NA
Oxyconger leptognathus,60,NA
Oxydoras kneri,70,9000
Oxydoras niger,100,11000
Oxydoras sifontesi,76,NA
Oxyeleotris altipinna,NA,NA
Oxyeleotris aruensis,16,NA
Oxyeleotris caeca,NA,NA
Oxyeleotris colasi,4.3,NA
Oxyeleotris fimbriata,18,NA
Oxyeleotris herwerdenii,30,NA
Oxyeleotris heterodon,41,1830
Oxyeleotris lineolata,45,NA
Oxyeleotris marmorata,65,NA
Oxyeleotris nullipora,4,NA
Oxyeleotris paucipora,4.5,NA
Oxyeleotris selheimi,55,NA
Oxyeleotris siamensis,NA,NA
Oxyeleotris stagnicola,4.2,NA
Oxyeleotris urophthalmoides,19.8,NA
Oxyeleotris urophthalmus,28,NA
Oxyeleotris wisselensis,11.5,NA
Oxygaster anomalura,20,NA
Oxygaster pointoni,15.5,NA
Oxygymnocypris stewartii,67.6,2968.1
Oxyjulis californica,25,NA
Oxylapia polli,12.8,NA
Oxylebius pictus,25,NA
Oxymetopon compressus,24,NA
Oxymetopon cyanoctenosum,20,NA
Oxymetopon filamentosum,NA,NA
Oxymetopon formosum,NA,NA
Oxymetopon typus,18,NA
Oxymonacanthus halli,7,NA
Oxymonacanthus longirostris,12,NA
Oxynoemacheilus anatolicus,5.2,NA
Oxynoemacheilus angorae,8.5,NA
Oxynoemacheilus araxensis,7.1,NA
Oxynoemacheilus argyrogramma,6.2,NA
Oxynoemacheilus atili,7.563,NA
Oxynoemacheilus banarescui,5.3,NA
Oxynoemacheilus bergianus,7.55,3.9
Oxynoemacheilus brandtii,6.6,NA
Oxynoemacheilus bureschi,6.5,NA
Oxynoemacheilus ceyhanensis,8.8,NA
Oxynoemacheilus chomanicus,6.71,NA
Oxynoemacheilus ciceki,5.83,NA
Oxynoemacheilus cinicus,5.9,NA
Oxynoemacheilus cyri,6.8,NA
Oxynoemacheilus ercisianus,NA,NA
Oxynoemacheilus erdali,4.5,NA
Oxynoemacheilus eregliensis,10.3,NA
Oxynoemacheilus euphraticus,7.36,NA
Oxynoemacheilus evreni,9.4,NA
Oxynoemacheilus frenatus,7.5,NA
Oxynoemacheilus galilaeus,NA,NA
Oxynoemacheilus germencicus,6.3,NA
Oxynoemacheilus gyndes,5.7,NA
Oxynoemacheilus hamwii,6.21,NA
Oxynoemacheilus hanae,6.1,NA
Oxynoemacheilus hazarensis,6.5,NA
Oxynoemacheilus insignis,12,NA
Oxynoemacheilus kaynaki,6.8,NA
Oxynoemacheilus kentritensis,7.9,NA
Oxynoemacheilus kermanshahensis,8.1,3.88
Oxynoemacheilus kiabii,7.2,4.11
Oxynoemacheilus kosswigi,8.3,NA
Oxynoemacheilus kurdistanicus,6.9,NA
Oxynoemacheilus lenkoranensis,NA,NA
Oxynoemacheilus leontinae,NA,NA
Oxynoemacheilus longipinnis,4.05,NA
Oxynoemacheilus mediterraneus,5.8,NA
Oxynoemacheilus merga,10,NA
Oxynoemacheilus mesudae,8.9,NA
Oxynoemacheilus namiri,NA,NA
Oxynoemacheilus panthera,8,NA
Oxynoemacheilus parvinae,6.4,NA
Oxynoemacheilus paucilepis,7,NA
Oxynoemacheilus persa,14,NA
Oxynoemacheilus phoxinoides,5.2,NA
Oxynoemacheilus pindus,7.5,NA
Oxynoemacheilus samanticus,8.6,4.3
Oxynoemacheilus seyhanensis,NA,NA
Oxynoemacheilus seyhanicola,NA,NA
Oxynoemacheilus simavicus,7.1,NA
Oxynoemacheilus theophilii,6.6,NA
Oxynoemacheilus tigris,8.4,NA
Oxynoemacheilus tongiorgii,7.25,NA
Oxynoemacheilus zagrosensis,6.1,NA
Oxynoemacheilus zarzianus,7.5,NA
Oxynotus bruniensis,60,NA
Oxynotus caribbaeus,49,NA
Oxynotus centrina,150,NA
Oxynotus japonicus,54,NA
Oxynotus paradoxus,120,NA
Oxyporhamphus micropterus,18.5,NA
Oxyporhamphus similis,18,NA
Oxyropsis acutirostra,4.4,NA
Oxyropsis carinata,7.6,NA
Oxyropsis wrightiana,5.6,NA
Oxyurichthys auchenolepis,13,NA
Oxyurichthys chinensis,4.4,NA
Oxyurichthys cornutus,NA,NA
Oxyurichthys guibei,13,NA
Oxyurichthys heisei,6.37,NA
Oxyurichthys lemayi,16,NA
Oxyurichthys limophilus,9.5,NA
Oxyurichthys lonchotus,4.7,NA
Oxyurichthys microlepis,13.5,NA
Oxyurichthys mindanensis,7,NA
Oxyurichthys notonema,7.5,NA
Oxyurichthys ophthalmonema,18,NA
Oxyurichthys papuensis,20,NA
Oxyurichthys paulae,6.84,NA
Oxyurichthys petersii,NA,NA
Oxyurichthys rapa,5.7,NA
Oxyurichthys stigmalophius,16.5,NA
Oxyurichthys takagi,4.91,NA
Oxyurichthys tentacularis,17,NA
Oxyurichthys uronema,NA,NA
Oxyurichthys viridis,8.7,NA
Oxyurichthys visayanus,NA,NA
Oxyurichthys zeta,NA,NA
Oxyzygonectes dovii,15,NA
Pachycara alepidotum,25.5,NA
Pachycara andersoni,23.5,NA
Pachycara arabica,30.4,NA
Pachycara brachycephalum,35,NA
Pachycara bulbiceps,51.5,NA
Pachycara caribbaeum,19.9,NA
Pachycara cousinsi,41,NA
Pachycara crassiceps,54,NA
Pachycara crossacanthum,37,NA
Pachycara dolichaulus,24.4,NA
Pachycara garricki,20,NA
Pachycara goni,26.2,NA
Pachycara gymninium,42.2,NA
Pachycara karenae,33.6,NA
Pachycara lepinium,46.5,NA
Pachycara mesoporum,48.5,NA
Pachycara microcephalum,NA,NA
Pachycara nazca,NA,NA
Pachycara pammelas,33.6,NA
Pachycara priedei,23,NA
Pachycara rimae,40.3,NA
Pachycara saldanhai,24.7,NA
Pachycara shcherbachevi,23.6,NA
Pachycara sulaki,18.9,NA
Pachycara suspectum,23,NA
Pachycara thermophilum,38.8,NA
Pachychilon macedonicum,12,NA
Pachychilon pictum,18,70
Pachymetopon aeneum,55,NA
Pachymetopon blochii,46,1700
Pachymetopon grande,65,NA
Pachypanchax arnoulti,5.88,NA
Pachypanchax omalonotus,9.5,NA
Pachypanchax patriciae,5.18,NA
Pachypanchax playfairii,10,NA
Pachypanchax sakaramyi,9,NA
Pachypanchax sparksorum,5.53,NA
Pachypanchax varatraza,6.8,NA
Pachypops fourcroi,25,NA
Pachypops pigmaeus,5.6,NA
Pachypops trifilis,18.9,NA
Pachypterus acutirostris,7.76,NA
Pachypterus atherinoides,15,NA
Pachypterus khavalchor,15,NA
Pachystomias microdon,22.1,NA
Pachyurus adspersus,26.4,NA
Pachyurus bonariensis,25,150.5
Pachyurus calhamazon,8.1,NA
Pachyurus francisci,29.7,NA
Pachyurus gabrielensis,14.6,NA
Pachyurus junki,35.5,470
Pachyurus paucirastrus,14.8,NA
Pachyurus schomburgkii,20.9,NA
Pachyurus squamipennis,29.1,NA
Pachyurus stewarti,19.17,NA
Padogobius bonelli,8.6,NA
Padogobius nigricans,12.5,NA
Paedocypris carbunculus,1.13,NA
Paedocypris micromegethes,1.16,NA
Paedocypris progenetica,0.96,NA
Paedogobius kimurai,NA,NA
Paedovaricus imswe,1.4,NA
Pagellus acarne,36,NA
Pagellus affinis,37,NA
Pagellus bellottii,42,NA
Pagellus bogaraveo,70,4000
Pagellus erythrinus,60,3240
Pagellus natalensis,30,NA
Pagetopsis macropterus,33,NA
Pagetopsis maculatus,25,NA
Pagothenia borchgrevinki,28,NA
Pagothenia brachysoma,17.2,NA
Pagrus africanus,75,5550
Pagrus auratus,130,20000
Pagrus auriga,80,3000
Pagrus caeruleostictus,90,11620
Pagrus major,100,9720
Pagrus pagrus,91,7720
Palatogobius grandoculus,3.2,NA
