county,year,month,births
"Bristol County, MA",2016,October,237
"Bristol County, MA",2016,November,192
"Bristol County, MA",2016,December,234
"Bristol County, MA",2017,January,221
"Bristol County, MA",2017,February,193
"Bristol County, MA",2017,March,205
"Bristol County, MA",2017,April,203
"Bristol County, MA",2017,May,227
"Bristol County, MA",2017,June,228
"Bristol County, MA",2017,July,244
"Bristol County, MA",2017,August,262
"Bristol County, MA",2017,September,267
"Bristol County, MA",2017,October,236
"Bristol County, MA",2017,November,223
"Bristol County, MA",2017,December,202
"Bristol County, MA",2018,January,202
"Bristol County, MA",2018,February,169
"Bristol County, MA",2018,March,227
"Bristol County, MA",2018,April,185
"Bristol County, MA",2018,May,225
"Bristol County, MA",2018,June,195
"Bristol County, MA",2018,July,233
"Bristol County, MA",2018,August,210
"Bristol County, MA",2018,September,232
"Bristol County, MA",2018,October,220
"Bristol County, MA",2018,November,191
"Bristol County, MA",2018,December,226
"Bristol County, MA",2019,January,209
"Bristol County, MA",2019,February,165
"Bristol County, MA",2019,March,205
"Bristol County, MA",2019,April,190
"Bristol County, MA",2019,May,179
"Bristol County, MA",2019,June,182
"Bristol County, MA",2019,July,214
"Bristol County, MA",2019,August,242
"Bristol County, MA",2019,September,209
"Bristol County, MA",2019,October,228
"Bristol County, MA",2019,November,168
"Bristol County, MA",2019,December,187
"Essex County, MA",2016,January,335
"Essex County, MA",2016,February,288
"Essex County, MA",2016,March,352
"Essex County, MA",2016,April,369
"Essex County, MA",2016,May,365
"Essex County, MA",2016,June,365
"Essex County, MA",2016,July,432
"Essex County, MA",2016,August,351
"Essex County, MA",2016,September,374
"Essex County, MA",2016,October,352
"Essex County, MA",2016,November,326
"Essex County, MA",2016,December,343
"Essex County, MA",2017,January,324
"Essex County, MA",2017,February,351
"Essex County, MA",2017,March,409
"Essex County, MA",2017,April,339
"Essex County, MA",2017,May,365
"Essex County, MA",2017,June,372
"Essex County, MA",2017,July,368
"Essex County, MA",2017,August,413
"Essex County, MA",2017,September,390
"Essex County, MA",2017,October,414
"Essex County, MA",2017,November,358
"Essex County, MA",2017,December,357
"Essex County, MA",2018,January,355
"Essex County, MA",2018,February,319
"Essex County, MA",2018,March,334
"Essex County, MA",2018,April,320
"Essex County, MA",2018,May,371
"Essex County, MA",2018,June,370
"Essex County, MA",2018,July,389
"Essex County, MA",2018,August,370
"Essex County, MA",2018,September,390
"Essex County, MA",2018,October,330
"Essex County, MA",2018,November,335
"Essex County, MA",2018,December,296
"Essex County, MA",2019,January,353
"Essex County, MA",2019,February,322
"Essex County, MA",2019,March,346
"Essex County, MA",2019,April,313
"Essex County, MA",2019,May,370
"Essex County, MA",2019,June,335
"Essex County, MA",2019,July,361
"Essex County, MA",2019,August,369
"Essex County, MA",2019,September,362
"Essex County, MA",2019,October,312
"Essex County, MA",2019,November,303
"Essex County, MA",2019,December,280
"Hampden County, MA",2016,January,207
"Hampden County, MA",2016,February,220
"Hampden County, MA",2016,March,205
"Hampden County, MA",2016,April,210
"Hampden County, MA",2016,May,210
"Hampden County, MA",2016,June,220
"Hampden County, MA",2016,July,234
"Hampden County, MA",2016,August,253
"Hampden County, MA",2016,September,237
"Hampden County, MA",2016,October,214
"Hampden County, MA",2016,November,197
"Hampden County, MA",2016,December,197
"Hampden County, MA",2017,January,203
"Hampden County, MA",2017,February,163
"Hampden County, MA",2017,March,195
"Hampden County, MA",2017,April,200
"Hampden County, MA",2017,May,201
"Hampden County, MA",2017,June,193
"Hampden County, MA",2017,July,210
"Hampden County, MA",2017,August,186
"Hampden County, MA",2017,September,212
"Hampden County, MA",2017,October,224
"Hampden County, MA",2017,November,209
"Hampden County, MA",2017,December,206
"Hampden County, MA",2018,January,220
"Hampden County, MA",2018,February,188
"Hampden County, MA",2018,March,218
"Hampden County, MA",2018,April,196
"Hampden County, MA",2018,May,198
"Hampden County, MA",2018,June,213
"Hampden County, MA",2018,July,203
"Hampden County, MA",2018,August,205
"Hampden County, MA",2018,September,197
"Hampden County, MA",2018,October,205
"Hampden County, MA",2018,November,194
"Hampden County, MA",2018,December,174
"Hampden County, MA",2019,January,186
"Hampden County, MA",2019,February,140
"Hampden County, MA",2019,March,180
"Hampden County, MA",2019,April,189
"Hampden County, MA",2019,May,177
"Hampden County, MA",2019,June,186
"Hampden County, MA",2019,July,165
"Hampden County, MA",2019,August,229
"Hampden County, MA",2019,September,212
"Hampden County, MA",2019,October,197
"Hampden County, MA",2019,November,183
"Hampden County, MA",2019,December,177
"Hampshire County, MA",2016,January,36
"Hampshire County, MA",2016,February,56
"Hampshire County, MA",2016,March,32
"Hampshire County, MA",2016,April,39
"Hampshire County, MA",2016,May,40
"Hampshire County, MA",2016,June,45
"Hampshire County, MA",2016,July,56
"Hampshire County, MA",2016,August,39
"Hampshire County, MA",2016,September,37
"Hampshire County, MA",2016,October,49
"Hampshire County, MA",2016,November,35
"Hampshire County, MA",2016,December,40
"Hampshire County, MA",2017,January,24
"Hampshire County, MA",2017,February,35
"Hampshire County, MA",2017,March,39
"Hampshire County, MA",2017,April,34
"Hampshire County, MA",2017,May,43
"Hampshire County, MA",2017,June,48
"Hampshire County, MA",2017,July,53
"Hampshire County, MA",2017,August,63
"Hampshire County, MA",2017,September,34
"Hampshire County, MA",2017,October,33
"Hampshire County, MA",2017,November,39
"Hampshire County, MA",2017,December,35
"Hampshire County, MA",2018,January,34
"Hampshire County, MA",2018,February,29
"Hampshire County, MA",2018,March,30
"Hampshire County, MA",2018,April,33
"Hampshire County, MA",2018,May,38
"Hampshire County, MA",2018,June,39
"Hampshire County, MA",2018,July,37
"Hampshire County, MA",2018,August,43
"Hampshire County, MA",2018,September,46
"Hampshire County, MA",2018,October,36
"Hampshire County, MA",2018,November,33
"Hampshire County, MA",2018,December,32
"Hampshire County, MA",2019,January,35
"Hampshire County, MA",2019,February,31
"Hampshire County, MA",2019,March,43
"Hampshire County, MA",2019,April,31
"Hampshire County, MA",2019,May,29
"Hampshire County, MA",2019,June,30
"Hampshire County, MA",2019,July,41
"Hampshire County, MA",2019,August,45
"Hampshire County, MA",2019,September,50
"Hampshire County, MA",2019,October,43
"Hampshire County, MA",2019,November,37
"Hampshire County, MA",2019,December,41
"Middlesex County, MA",2016,January,624
"Middlesex County, MA",2016,February,666
"Middlesex County, MA",2016,March,715
"Middlesex County, MA",2016,April,711
"Middlesex County, MA",2016,May,769
"Middlesex County, MA",2016,June,711
"Middlesex County, MA",2016,July,802
"Middlesex County, MA",2016,August,843
"Middlesex County, MA",2016,September,741
"Middlesex County, MA",2016,October,699
"Middlesex County, MA",2016,November,693
"Middlesex County, MA",2016,December,597
"Middlesex County, MA",2017,January,642
"Middlesex County, MA",2017,February,569
"Middlesex County, MA",2017,March,620
"Middlesex County, MA",2017,April,721
"Middlesex County, MA",2017,May,715
"Middlesex County, MA",2017,June,693
"Middlesex County, MA",2017,July,709
"Middlesex County, MA",2017,August,746
"Middlesex County, MA",2017,September,667
"Middlesex County, MA",2017,October,679
"Middlesex County, MA",2017,November,616
"Middlesex County, MA",2017,December,666
"Middlesex County, MA",2018,January,619
"Middlesex County, MA",2018,February,581
"Middlesex County, MA",2018,March,655
"Middlesex County, MA",2018,April,643
"Middlesex County, MA",2018,May,721
"Middlesex County, MA",2018,June,704
"Middlesex County, MA",2018,July,687
"Middlesex County, MA",2018,August,647
"Middlesex County, MA",2018,September,621
"Middlesex County, MA",2018,October,623
"Middlesex County, MA",2018,November,583
"Middlesex County, MA",2018,December,555
"Middlesex County, MA",2019,January,575
"Middlesex County, MA",2019,February,544
"Middlesex County, MA",2019,March,628
"Middlesex County, MA",2019,April,584
"Middlesex County, MA",2019,May,605
"Middlesex County, MA",2019,June,625
"Middlesex County, MA",2019,July,607
"Middlesex County, MA",2019,August,611
"Middlesex County, MA",2019,September,631
"Middlesex County, MA",2019,October,619
"Middlesex County, MA",2019,November,570
"Middlesex County, MA",2019,December,554
"Norfolk County, MA",2016,January,280
"Norfolk County, MA",2016,February,307
"Norfolk County, MA",2016,March,340
"Norfolk County, MA",2016,April,312
"Norfolk County, MA",2016,May,319
"Norfolk County, MA",2016,June,315
"Norfolk County, MA",2016,July,333
"Norfolk County, MA",2016,August,334
"Norfolk County, MA",2016,September,317
"Norfolk County, MA",2016,October,331
"Norfolk County, MA",2016,November,298
"Norfolk County, MA",2016,December,253
"Norfolk County, MA",2017,January,262
"Norfolk County, MA",2017,February,253
"Norfolk County, MA",2017,March,245
"Norfolk County, MA",2017,April,244
"Norfolk County, MA",2017,May,312
"Norfolk County, MA",2017,June,311
"Norfolk County, MA",2017,July,316
"Norfolk County, MA",2017,August,317
"Norfolk County, MA",2017,September,308
"Norfolk County, MA",2017,October,317
"Norfolk County, MA",2017,November,297
"Norfolk County, MA",2017,December,268
"Norfolk County, MA",2018,January,258
"Norfolk County, MA",2018,February,268
"Norfolk County, MA",2018,March,265
"Norfolk County, MA",2018,April,258
"Norfolk County, MA",2018,May,283
"Norfolk County, MA",2018,June,301
"Norfolk County, MA",2018,July,308
"Norfolk County, MA",2018,August,297
"Norfolk County, MA",2018,September,287
"Norfolk County, MA",2018,October,257
"Norfolk County, MA",2018,November,231
"Norfolk County, MA",2018,December,256
"Norfolk County, MA",2019,January,252
"Norfolk County, MA",2019,February,256
"Norfolk County, MA",2019,March,264
"Norfolk County, MA",2019,April,288
"Norfolk County, MA",2019,May,302
"Norfolk County, MA",2019,June,264
"Norfolk County, MA",2019,July,337
"Norfolk County, MA",2019,August,298
"Norfolk County, MA",2019,September,310
"Norfolk County, MA",2019,October,249
"Norfolk County, MA",2019,November,251
"Norfolk County, MA",2019,December,244
"Plymouth County, MA",2016,January,194
"Plymouth County, MA",2016,February,183
"Plymouth County, MA",2016,March,192
"Plymouth County, MA",2016,April,214
"Plymouth County, MA",2016,May,213
"Plymouth County, MA",2016,June,217
"Plymouth County, MA",2016,July,272
"Plymouth County, MA",2016,August,222
"Plymouth County, MA",2016,September,234
"Plymouth County, MA",2016,October,221
"Plymouth County, MA",2016,November,197
"Plymouth County, MA",2016,December,186
"Plymouth County, MA",2017,January,204
"Plymouth County, MA",2017,February,186
"Plymouth County, MA",2017,March,197
"Plymouth County, MA",2017,April,207
"Plymouth County, MA",2017,May,211
"Plymouth County, MA",2017,June,219
"Plymouth County, MA",2017,July,231
"Plymouth County, MA",2017,August,226
"Plymouth County, MA",2017,September,245
"Plymouth County, MA",2017,October,208
"Plymouth County, MA",2017,November,215
"Plymouth County, MA",2017,December,212
"Plymouth County, MA",2018,January,191
"Plymouth County, MA",2018,February,162
"Plymouth County, MA",2018,March,206
"Plymouth County, MA",2018,April,190
"Plymouth County, MA",2018,May,198
"Plymouth County, MA",2018,June,207
"Plymouth County, MA",2018,July,214
"Plymouth County, MA",2018,August,206
"Plymouth County, MA",2018,September,220
"Plymouth County, MA",2018,October,222
"Plymouth County, MA",2018,November,182
"Plymouth County, MA",2018,December,159
"Plymouth County, MA",2019,January,186
"Plymouth County, MA",2019,February,150
"Plymouth County, MA",2019,March,184
"Plymouth County, MA",2019,April,210
"Plymouth County, MA",2019,May,213
"Plymouth County, MA",2019,June,186
"Plymouth County, MA",2019,July,187
"Plymouth County, MA",2019,August,220
"Plymouth County, MA",2019,September,190
"Plymouth County, MA",2019,October,221
"Plymouth County, MA",2019,November,159
"Plymouth County, MA",2019,December,170
"Suffolk County, MA",2016,January,406
"Suffolk County, MA",2016,February,359
"Suffolk County, MA",2016,March,443
"Suffolk County, MA",2016,April,374
"Suffolk County, MA",2016,May,429
"Suffolk County, MA",2016,June,428
"Suffolk County, MA",2016,July,402
"Suffolk County, MA",2016,August,436
"Suffolk County, MA",2016,September,399
"Suffolk County, MA",2016,October,403
"Suffolk County, MA",2016,November,380
"Suffolk County, MA",2016,December,353
"Suffolk County, MA",2017,January,396
"Suffolk County, MA",2017,February,330
"Suffolk County, MA",2017,March,377
"Suffolk County, MA",2017,April,362
"Suffolk County, MA",2017,May,357
"Suffolk County, MA",2017,June,409
"Suffolk County, MA",2017,July,415
"Suffolk County, MA",2017,August,398
"Suffolk County, MA",2017,September,369
"Suffolk County, MA",2017,October,391
"Suffolk County, MA",2017,November,370
"Suffolk County, MA",2017,December,351
"Suffolk County, MA",2018,January,353
"Suffolk County, MA",2018,February,306
"Suffolk County, MA",2018,March,354
"Suffolk County, MA",2018,April,374
"Suffolk County, MA",2018,May,397
"Suffolk County, MA",2018,June,358
"Suffolk County, MA",2018,July,348
"Suffolk County, MA",2018,August,363
"Suffolk County, MA",2018,September,365
"Suffolk County, MA",2018,October,383
"Suffolk County, MA",2018,November,352
"Suffolk County, MA",2018,December,352
"Suffolk County, MA",2019,January,322
"Suffolk County, MA",2019,February,312
"Suffolk County, MA",2019,March,324
"Suffolk County, MA",2019,April,357
"Suffolk County, MA",2019,May,358
"Suffolk County, MA",2019,June,352
"Suffolk County, MA",2019,July,388
"Suffolk County, MA",2019,August,394
"Suffolk County, MA",2019,September,383
"Suffolk County, MA",2019,October,357
